company,website,source,estimated_revenue,attempted_variants,domain,name,website_url,linkedin_url,founded_year,annual_revenue_printed,industry
Tesla,https://www.tesla.com,apollo,<$5M,['Tesla'],tesla.com,Tesla,http://www.tesla.com,http://www.linkedin.com/company/tesla-motors,2003,97.7B,automotive
